  -1.4875000e+01   2.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.4625000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.4375000e+01   1.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.4125000e+01   3.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.3875000e+01   7.0000000e+00   0.0000000e+00   2.0000000e+00
  -1.3625000e+01   8.0000000e+00   3.0000000e+00   3.0000000e+00
  -1.3375000e+01   1.3000000e+01   3.0000000e+00   3.0000000e+00
  -1.3125000e+01   1.8000000e+01   1.0000000e+01   7.0000000e+00
  -1.2875000e+01   3.6000000e+01   9.0000000e+00   9.0000000e+00
  -1.2625000e+01   4.1000000e+01   1.8000000e+01   1.8000000e+01
  -1.2375000e+01   5.3000000e+01   2.0000000e+01   2.5000000e+01
  -1.2125000e+01   7.6000000e+01   3.4000000e+01   3.5000000e+01
  -1.1875000e+01   1.1500000e+02   5.0000000e+01   5.2000000e+01
  -1.1625000e+01   1.4400000e+02   6.4000000e+01   7.3000000e+01
  -1.1375000e+01   1.5200000e+02   8.4000000e+01   9.0000000e+01
  -1.1125000e+01   1.9200000e+02   9.7000000e+01   1.1200000e+02
  -1.0875000e+01   1.8500000e+02   1.1200000e+02   1.2500000e+02
  -1.0625000e+01   2.1600000e+02   1.3000000e+02   1.4800000e+02
  -1.0375000e+01   2.2400000e+02   1.5500000e+02   1.7100000e+02
  -1.0125000e+01   2.7800000e+02   1.8300000e+02   1.7900000e+02
  -9.8750000e+00   2.7700000e+02   2.1500000e+02   1.9000000e+02
  -9.6250000e+00   2.8600000e+02   2.0300000e+02   2.3500000e+02
  -9.3750000e+00   2.7100000e+02   2.2100000e+02   2.3600000e+02
  -9.1250000e+00   2.7600000e+02   2.2500000e+02   2.4200000e+02
  -8.8750000e+00   2.3100000e+02   2.5100000e+02   2.5900000e+02
  -8.6250000e+00   2.5300000e+02   2.4600000e+02   2.6500000e+02
  -8.3750000e+00   2.4800000e+02   2.3400000e+02   2.6100000e+02
  -8.1250000e+00   2.1500000e+02   2.3100000e+02   2.5700000e+02
  -7.8750000e+00   2.2300000e+02   2.5900000e+02   2.5100000e+02
  -7.6250000e+00   2.0400000e+02   2.3700000e+02   2.3000000e+02
