  -1.4595000e+01   1.0000000e+00   0.0000000e+00   2.0000000e+00
  -1.4185000e+01   0.0000000e+00   1.0000000e+00   1.0000000e+00
  -1.3775000e+01   2.0000000e+00   0.0000000e+00   2.0000000e+00
  -1.3365000e+01   7.0000000e+00   8.0000000e+00   4.0000000e+00
  -1.2955000e+01   1.1000000e+01   1.6000000e+01   5.0000000e+00
  -1.2545000e+01   3.4000000e+01   3.6000000e+01   2.3000000e+01
  -1.2135000e+01   5.9000000e+01   5.5000000e+01   3.7000000e+01
  -1.1725000e+01   9.1000000e+01   7.9000000e+01   5.7000000e+01
  -1.1315000e+01   1.2300000e+02   1.3000000e+02   8.9000000e+01
  -1.0905000e+01   1.9900000e+02   2.1300000e+02   1.5400000e+02
  -1.0495000e+01   2.5200000e+02   2.3500000e+02   2.1500000e+02
  -1.0085000e+01   2.5800000e+02   2.6900000e+02   2.6200000e+02
  -9.6750000e+00   3.5800000e+02   3.4000000e+02   2.6200000e+02
  -9.2650000e+00   3.3300000e+02   3.6600000e+02   3.6100000e+02
  -8.8550000e+00   3.8200000e+02   3.8400000e+02   4.0900000e+02
  -8.4450000e+00   4.3500000e+02   4.2400000e+02   3.9800000e+02
  -8.0350000e+00   4.1200000e+02   3.8800000e+02   3.6700000e+02
  -7.6250000e+00   4.0700000e+02   4.0400000e+02   4.2000000e+02
  -7.2150000e+00   3.5000000e+02   3.6100000e+02   3.6000000e+02
  -6.8050000e+00   3.1700000e+02   3.3100000e+02   3.4200000e+02
  -6.3950000e+00   3.3800000e+02   3.2000000e+02   3.1400000e+02
  -5.9850000e+00   2.7800000e+02   2.8800000e+02   2.8100000e+02
  -5.5750000e+00   2.5500000e+02   2.2400000e+02   2.3900000e+02
  -5.1650000e+00   2.2100000e+02   2.1800000e+02   2.2700000e+02
  -4.7550000e+00   2.2300000e+02   2.1000000e+02   2.2600000e+02
  -4.3450000e+00   1.7900000e+02   1.5700000e+02   1.7400000e+02
  -3.9350000e+00   1.4900000e+02   1.4000000e+02   1.6500000e+02
  -3.5250000e+00   1.3900000e+02   1.3000000e+02   1.4000000e+02
  -3.1150000e+00   1.2100000e+02   1.0600000e+02   1.0300000e+02
  -2.7050000e+00   1.2500000e+02   1.0200000e+02   1.0200000e+02
  -2.2950000e+00   7.9000000e+01   7.3000000e+01   7.9000000e+01
  -1.8850000e+00   6.3000000e+01   4.7000000e+01   6.2000000e+01
  -1.4750000e+00   6.4000000e+01   5.0000000e+01   5.3000000e+01
  -1.0650000e+00   6.7000000e+01   5.9000000e+01   5.4000000e+01
  -6.5500000e-01   4.2000000e+01   4.7000000e+01   4.7000000e+01
  -2.4500000e-01   3.5000000e+01   4.6000000e+01   5.4000000e+01
   1.6500000e-01   4.8000000e+01   6.7000000e+01   7.1000000e+01
   5.7500000e-01   2.3000000e+01   5.0000000e+01   7.2000000e+01
   9.8500000e-01   3.3000000e+01   5.2000000e+01   5.6000000e+01
   1.3950000e+00   1.9000000e+01   3.9000000e+01   3.9000000e+01
   1.8050000e+00   1.1000000e+01   2.7000000e+01   3.6000000e+01
   2.2150000e+00   1.4000000e+01   2.8000000e+01   2.5000000e+01
   2.6250000e+00   7.0000000e+00   2.2000000e+01   1.9000000e+01
   3.0350000e+00   1.1000000e+01   1.4000000e+01   1.8000000e+01
   3.4450000e+00   7.0000000e+00   1.5000000e+01   2.5000000e+01
   3.8550000e+00   5.0000000e+00   1.2000000e+01   1.2000000e+01
   4.2650000e+00   6.0000000e+00   7.0000000e+00   1.8000000e+01
   4.6750000e+00   3.0000000e+00   8.0000000e+00   7.0000000e+00
   5.0850000e+00   6.0000000e+00   5.0000000e+00   1.1000000e+01
   5.4950000e+00   3.0000000e+00   9.0000000e+00   8.0000000e+00
   5.9050000e+00   4.0000000e+00   6.0000000e+00   7.0000000e+00
   6.3150000e+00   3.0000000e+00   6.0000000e+00   9.0000000e+00
   6.7250000e+00   2.0000000e+00   4.0000000e+00   5.0000000e+00
   7.1350000e+00   2.0000000e+00   1.1000000e+01   9.0000000e+00
   7.5450000e+00   3.0000000e+00   4.0000000e+00   7.0000000e+00
   7.9550000e+00   0.0000000e+00   5.0000000e+00   7.0000000e+00
   8.3650000e+00   2.0000000e+00   3.0000000e+00   3.0000000e+00
   8.7750000e+00   0.0000000e+00   3.0000000e+00   4.0000000e+00
   9.1850000e+00   1.0000000e+00   0.0000000e+00   2.0000000e+00
   9.5950000e+00   1.0000000e+00   3.0000000e+00   4.0000000e+00
   1.0005000e+01   1.0000000e+00   3.0000000e+00   5.0000000e+00
   1.0415000e+01   1.0000000e+00   3.0000000e+00   3.0000000e+00
   1.0825000e+01   0.0000000e+00   2.0000000e+00   1.0000000e+00
   1.1235000e+01   1.0000000e+00   2.0000000e+00   2.0000000e+00
   1.1645000e+01   0.0000000e+00   4.0000000e+00   1.0000000e+00
   1.2055000e+01   1.0000000e+00   1.0000000e+00   3.0000000e+00
   1.2465000e+01   0.0000000e+00   2.0000000e+00   1.0000000e+00
   1.2875000e+01   2.0000000e+00   0.0000000e+00   1.0000000e+00
   1.3285000e+01   0.0000000e+00   1.0000000e+00   1.0000000e+00
   1.3695000e+01   1.0000000e+00   2.0000000e+00   1.0000000e+00
   1.4105000e+01   0.0000000e+00   2.0000000e+00   2.0000000e+00
   1.4515000e+01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   1.4925000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5335000e+01   0.0000000e+00   0.0000000e+00   2.0000000e+00
   1.5745000e+01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   1.6155000e+01   0.0000000e+00   1.0000000e+00   1.0000000e+00
   1.6565000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6975000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7385000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7795000e+01   1.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8205000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8615000e+01   0.0000000e+00   0.0000000e+00   3.0000000e+00
   1.9025000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9435000e+01   0.0000000e+00   1.0000000e+00   0.0000000e+00
   1.9845000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0255000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0665000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1075000e+01   0.0000000e+00   0.0000000e+00   2.0000000e+00
   2.1485000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1895000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.2305000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.2715000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.3125000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.3535000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.3945000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.4355000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.4765000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.5175000e+01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.5585000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.5995000e+01   1.0000000e+00   0.0000000e+00   0.0000000e+00
